url,img_desc,img_url,apartado,lote,descripcion
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18278/26a-subasta-online-24-05-16,"['50 Pesetas. Burgos, 21 Noviembre 1936. Serie F...', '50 Pesetas. Burgos, 21 Noviembre 1936. Serie F...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26786_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26786_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 86,"50 Pesetas. Burgos, 21 Noviembre 1936. Serie F. ED.D21A. EBC-"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18279/26a-subasta-online-24-05-16,"['100 Pesetas. Burgos, 21 Noviembre 1936. Serie E...', '100 Pesetas. Burgos, 21 Noviembre 1936. Serie E...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26938_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26938_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 87,"100 Pesetas. Burgos, 21 Noviembre 1936. Serie E. ED.D22A. Lavado, si no MBC+"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18280/26a-subasta-online-24-05-16,"['100 Pesetas. Burgos, 21 Noviembre 1936. Serie J...', '100 Pesetas. Burgos, 21 Noviembre 1936. Serie J...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26791_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26791_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 88,"100 Pesetas. Burgos, 21 Noviembre 1936. Serie J. ED.D22A. Rajita en margen y junto al valor der., si no MBC"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18281/26a-subasta-online-24-05-16,"['500 Pesetas. Burgos, 21 Noviembre 1936. Serie C...', '500 Pesetas. Burgos, 21 Noviembre 1936. Serie C...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26790_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26790_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 89,"500 Pesetas. Burgos, 21 Noviembre 1936. Serie C. ED.D23A. Escaso. MBC"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18282/26a-subasta-online-24-05-16,"['1000 Pesetas. Burgos, 21 Noviembre 1936. Serie A...', '1000 Pesetas. Burgos, 21 Noviembre 1936. Serie A...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26789_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26789_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 90,"1000 Pesetas. Burgos, 21 Noviembre 1936. Serie A. ED.D24. Márgenes laterales reforzados con celo, si no BC+. Escaso"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18283/26a-subasta-online-24-05-16,"['5 Pesetas. Burgos, 18 Julio 1937. Serie A...', '5 Pesetas. Burgos, 18 Julio 1937. Serie A...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26792_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26792_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 91,"5 Pesetas. Burgos, 18 Julio 1937. Serie A. ED.D25A. Muy buen ejemplar. Muy escaso así. SC"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18284/26a-subasta-online-24-05-16,"['1 Peseta. Burgos, 12 Octubre 1937. Serie A...', '1 Peseta. Burgos, 12 Octubre 1937. Serie A...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26795_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26795_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 92,"1 Peseta. Burgos, 12 Octubre 1937. Serie A. ED.D26. SC"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18285/26a-subasta-online-24-05-16,"['1 Peseta. Burgos, 12 Octubre 1937. Serie B...', '1 Peseta. Burgos, 12 Octubre 1937. Serie B...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26890_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26890_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 93,"1 Peseta. Burgos, 12 Octubre 1937. Serie B. ED.D26A. EBC-"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18286/26a-subasta-online-24-05-16,"['1 Peseta. Burgos, 12 Octubre 1937. Serie F...', '1 Peseta. Burgos, 12 Octubre 1937. Serie F...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26891_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26891_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 94,"1 Peseta. Burgos, 12 Octubre 1937. Serie F. ED.D26A. MBC+"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18287/26a-subasta-online-24-05-16,"['2 Pesetas. Burgos, 12 Octubre 1937. Serie A...', '2 Pesetas. Burgos, 12 Octubre 1937. Serie A...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26793_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26793_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 95,"2 Pesetas. Burgos, 12 Octubre 1937. Serie A. ED.D27. Muy escaso así. SC-"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18288/26a-subasta-online-24-05-16,"['2 Pesetas. Burgos, 12 Octubre 1937. Serie B...', '2 Pesetas. Burgos, 12 Octubre 1937. Serie B...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26877_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26877_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 96,"2 Pesetas. Burgos, 12 Octubre 1937. Serie B. ED.D27A. Muy escaso. MBC"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18289/26a-subasta-online-24-05-16,"['1 Peseta. Burgos, 28 FEBRERO 1938. Serie F...', '1 Peseta. Burgos, 28 FEBRERO 1938. Serie F...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26942_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26942_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 97,"1 Peseta. Burgos, 28 FEBRERO 1938. Serie F. ED.D28A. EBC-"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18290/26a-subasta-online-24-05-16,"['1 Peseta. Burgos, 28 FEBRERO 1938. Serie D...', '1 Peseta. Burgos, 28 FEBRERO 1938. Serie D...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26888_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26888_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 98,"1 Peseta. Burgos, 28 FEBRERO 1938. Serie D. ED.D28A. MBC+"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18291/26a-subasta-online-24-05-16,"['1 Peseta. Burgos, 30 Abril 1938. Serie D...', '1 Peseta. Burgos, 30 Abril 1938. Serie D...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26804_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26804_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 99,"1 Peseta. Burgos, 30 Abril 1938. Serie D. ED.D29A. SC"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18292/26a-subasta-online-24-05-16,"['2 Pesetas. Burgos, 30 Abril 1938. Lote de 3 billetes...']",['http://subastas.numismaticaycoleccionismo.es/imagenes/26878_a.jpg'],"ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 100,"2 Pesetas. Burgos, 30 Abril 1938. Lote de 3 billetes. Serie H y Serie M (2). ED.D30A. MBC+/MBC"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18293/26a-subasta-online-24-05-16,"['2 Pesetas. Burgos, 30 Abril 1938. Serie D...', '2 Pesetas. Burgos, 30 Abril 1938. Serie D...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/27075_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27075_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 101,"2 Pesetas. Burgos, 30 Abril 1938. Serie D. ED.D30A. SC"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18294/26a-subasta-online-24-05-16,"['2 Pesetas. Burgos, 30 Abril 1938. Serie E...', '2 Pesetas. Burgos, 30 Abril 1938. Serie E...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26943_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26943_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 102,"2 Pesetas. Burgos, 30 Abril 1938. Serie E. ED.D30A. SC"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18295/26a-subasta-online-24-05-16,"['2 Pesetas. Burgos, 30 Abril 1938. Serie N...', '2 Pesetas. Burgos, 30 Abril 1938. Serie N...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26794_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26794_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 103,"2 Pesetas. Burgos, 30 Abril 1938. Serie N. ED.D30A. Pico ligeramente doblado, si no SC"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18296/26a-subasta-online-24-05-16,"['25 Pesetas. Burgos, 20 Mayo 1938. Serie F...', '25 Pesetas. Burgos, 20 Mayo 1938. Serie F...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26800_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26800_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 104,"25 Pesetas. Burgos, 20 Mayo 1938. Serie F. ED.D31A. MBC"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18297/26a-subasta-online-24-05-16,"['50 Pesetas. Burgos, 20 Mayo 1938. Serie A...', '50 Pesetas. Burgos, 20 Mayo 1938. Serie A...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26895_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26895_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 105,"50 Pesetas. Burgos, 20 Mayo 1938. Serie A. ED.D32. Mantiene apresto. EBC-"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18298/26a-subasta-online-24-05-16,"['50 Pesetas. Burgos, 20 Mayo 1938. Serie B...', '50 Pesetas. Burgos, 20 Mayo 1938. Serie B...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26798_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26798_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 106,"50 Pesetas. Burgos, 20 Mayo 1938. Serie B. ED.D32A. Manchita de tinta en rev., si no BC+"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18299/26a-subasta-online-24-05-16,"['50 Pesetas. Burgos, 20 Mayo 1938. Serie B...', '50 Pesetas. Burgos, 20 Mayo 1938. Serie B...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26910_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26910_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 107,"50 Pesetas. Burgos, 20 Mayo 1938. Serie B. ED.D32A. Ligera mancha de tinta, si no BC+"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18300/26a-subasta-online-24-05-16,"['100 Pesetas. Burgos, 20 Mayo 1938. Serie G...', '100 Pesetas. Burgos, 20 Mayo 1938. Serie G...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26796_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26796_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 108,"100 Pesetas. Burgos, 20 Mayo 1938. Serie G. ED.D33A. Gran ejemplar, manteniendo su apresto. Escaso así. SC"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18301/26a-subasta-online-24-05-16,"['100 Pesetas. Burgos, 20 Mayo 1938. Serie D...', '100 Pesetas. Burgos, 20 Mayo 1938. Serie D...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26937_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26937_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 109,"100 Pesetas. Burgos, 20 Mayo 1938. Serie D. ED.D33A. Mantiene apresto. EBC+"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18302/26a-subasta-online-24-05-16,"['100 Pesetas. Burgos, 20 Mayo 1938. SERIES...']",['http://subastas.numismaticaycoleccionismo.es/imagenes/26913_a.jpg'],"ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 110,"100 Pesetas. Burgos, 20 Mayo 1938. SERIES. Lote de 6 billetes. ED.D33A. Presentan roturas. RC"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18303/26a-subasta-online-24-05-16,"['500 Pesetas. Burgos, 20 Mayo 1938. Serie A...', '500 Pesetas. Burgos, 20 Mayo 1938. Serie A...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26797_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26797_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 111,"500 Pesetas. Burgos, 20 Mayo 1938. Serie A. ED.D34. Ligero doblez central, si no SC-. Gran ejemplar que mantiene apresto. Raro así"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18304/26a-subasta-online-24-05-16,"['1000 Pesetas. Burgos, 20 Mayo 1938. Serie A...', '1000 Pesetas. Burgos, 20 Mayo 1938. Serie A...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26813_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26813_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 112,"1000 Pesetas. Burgos, 20 Mayo 1938. Serie A. ED.D35. Muy buen ejemplar, con doblez central pero que mantiene apresto. Raro así. EBC"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18305/26a-subasta-online-24-05-16,"['5 Pesetas. Burgos, 10 Agosto 1938. Serie A...', '5 Pesetas. Burgos, 10 Agosto 1938. Serie A...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26883_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26883_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 113,"5 Pesetas. Burgos, 10 Agosto 1938. Serie A. ED.D36. EBC"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18306/26a-subasta-online-24-05-16,"['5 Pesetas. Burgos, 10 Agosto 1938. Serie L...', '5 Pesetas. Burgos, 10 Agosto 1938. Serie L...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26799_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26799_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 114,"5 Pesetas. Burgos, 10 Agosto 1938. Serie L. ED.D36A. Escaso así. SC"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18307/26a-subasta-online-24-05-16,"['25 Pesetas. 9 Enero 1940. Serie A. ED.D37...', '25 Pesetas. 9 Enero 1940. Serie A. ED.D37...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26893_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26893_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 115,25 Pesetas. 9 Enero 1940. Serie A. ED.D37. MBC-
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18308/26a-subasta-online-24-05-16,"['25 Pesetas. 9 Enero 1940. Serie A. ED.D37...', '25 Pesetas. 9 Enero 1940. Serie A. ED.D37...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26892_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26892_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 116,"25 Pesetas. 9 Enero 1940. Serie A. ED.D37. Mancha en la parte derecha y ligeras grietas en margen, si no MBC-"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18309/26a-subasta-online-24-05-16,"['25 Pesetas. 9 Enero 1940. Serie C. ED.D37A...', '25 Pesetas. 9 Enero 1940. Serie C. ED.D37A...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26801_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26801_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 117,"25 Pesetas. 9 Enero 1940. Serie C. ED.D37A. Doblez horizontal, si no EBC"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18310/26a-subasta-online-24-05-16,"['50 Pesetas. 9 Enero 1940. Serie B. ED.D38A...', '50 Pesetas. 9 Enero 1940. Serie B. ED.D38A...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26802_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26802_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 118,"50 Pesetas. 9 Enero 1940. Serie B. ED.D38A. Manchas del tiempo en rev., si no MBC+"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18311/26a-subasta-online-24-05-16,"['100 Pesetas. 9 Enero 1940. Serie E. ED.D39A...', '100 Pesetas. 9 Enero 1940. Serie E. ED.D39A...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26803_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26803_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 119,100 Pesetas. 9 Enero 1940. Serie E. ED.D39A. MBC+
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18312/26a-subasta-online-24-05-16,"['500 Pesetas. 9 Enero 1940. Serie A. ED.D41...', '500 Pesetas. 9 Enero 1940. Serie A. ED.D41...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26808_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26808_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 120,500 Pesetas. 9 Enero 1940. Serie A. ED.D41. Buen ejemplar que mantiene apresto. Muy escaso así. EBC
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18313/26a-subasta-online-24-05-16,"['1000 Pesetas. 9 Enero 1940. Serie A. ED.D41...', '1000 Pesetas. 9 Enero 1940. Serie A. ED.D41...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26810_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26810_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 121,"1000 Pesetas. 9 Enero 1940. Serie A. ED.D41. Doblez central pero manteniendo apresto, si no EBC-. Muy buen ejemplar. Escaso así"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18314/26a-subasta-online-24-05-16,"['1 Peseta. 1 Junio 1940. Sin serie. ED.D42...', '1 Peseta. 1 Junio 1940. Sin serie. ED.D42...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26805_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26805_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 122,1 Peseta. 1 Junio 1940. Sin serie. ED.D42. SC
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18315/26a-subasta-online-24-05-16,['1 Peseta. 4 Septiembre 1940. Serie A. Lote de 2 billetes...'],['http://subastas.numismaticaycoleccionismo.es/imagenes/26879_a.jpg'],"ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 123,1 Peseta. 4 Septiembre 1940. Serie A. Lote de 2 billetes. ED.D43A. MBC
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18316/26a-subasta-online-24-05-16,"['1 Peseta. 4 Septiembre 1940. Serie B. ED...', '1 Peseta. 4 Septiembre 1940. Serie B. ED...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26806_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26806_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 124,1 Peseta. 4 Septiembre 1940. Serie B. ED.D43A. SC
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18317/26a-subasta-online-24-05-16,"['1 Peseta. 4 Septiembre 1940. Serie D. ED...', '1 Peseta. 4 Septiembre 1940. Serie D. ED...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26912_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26912_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 125,1 Peseta. 4 Septiembre 1940. Serie D. ED.D43A. MBC-
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18318/26a-subasta-online-24-05-16,"['5 Pesetas. 4 Septiembre 1940. Serie A. ED...', '5 Pesetas. 4 Septiembre 1940. Serie A. ED...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26882_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26882_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 126,5 Pesetas. 4 Septiembre 1940. Serie A. ED.D44. MBC+
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18319/26a-subasta-online-24-05-16,"['5 Pesetas. 4 Septiembre 1940. Serie C. ED...', '5 Pesetas. 4 Septiembre 1940. Serie C. ED...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26807_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26807_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 127,"5 Pesetas. 4 Septiembre 1940. Serie C. ED.D44A. Manchitas del tiempo en rev., si no MBC+"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18320/26a-subasta-online-24-05-16,"['500 Pesetas. 21 Octubre 1940. Sin serie. ED...', '500 Pesetas. 21 Octubre 1940. Sin serie. ED...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26809_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26809_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 128,"500 Pesetas. 21 Octubre 1940. Sin serie. ED.D45. Arruga propia del papel en la parte derecha, por lo demás SC. Gran ejemplar. Raro así"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18321/26a-subasta-online-24-05-16,"['500 Pesetas. 21 Octubre 1940. Sin serie. ED...', '500 Pesetas. 21 Octubre 1940. Sin serie. ED...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26876_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26876_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 129,500 Pesetas. 21 Octubre 1940. Sin serie. ED.D45. Escaso. MBC-
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18322/26a-subasta-online-24-05-16,"['1000 Pesetas. 21 Octubre 1940. Sin serie...', '1000 Pesetas. 21 Octubre 1940. Sin serie...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26812_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26812_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 130,1000 Pesetas. 21 Octubre 1940. Sin serie. ED.D46. Gran ejemplar que mantiene apresto. Raro así. EBC
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18323/26a-subasta-online-24-05-16,"['5 Pesetas. 13 Febrero 1943. Sin serie. ED...', '5 Pesetas. 13 Febrero 1943. Sin serie. ED...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26880_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26880_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 131,"5 Pesetas. 13 Febrero 1943. Sin serie. ED.D47. Muescas en margen y mancha, si no MBC"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18324/26a-subasta-online-24-05-16,['5 Pesetas. 13 Febrero 1943. Lote de 3 billetes...'],['http://subastas.numismaticaycoleccionismo.es/imagenes/26881_a.jpg'],"ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 132,"5 Pesetas. 13 Febrero 1943. Lote de 3 billetes. Serie B, D y J. ED.D47A. Muescas en márgenes y manchas, si no MBC-"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18325/26a-subasta-online-24-05-16,"['5 Pesetas. 13 Febrero 1943. Serie A. ED.D47A...', '5 Pesetas. 13 Febrero 1943. Serie A. ED.D47A...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26814_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26814_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 133,5 Pesetas. 13 Febrero 1943. Serie A. ED.D47A. EBC-/MBC+
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18326/26a-subasta-online-24-05-16,"['5 Pesetas. 13 Febrero 1943. Serie A. Variante por diferente numeración en anverso (A 520000) y en reverso (A 620000)...', '5 Pesetas. 13 Febrero 1943. Serie A. Variante por diferente numeración en anverso (A 520000) y en reverso (A 620000)...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26811_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26811_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 134,"5 Pesetas. 13 Febrero 1943. Serie A. Variante por diferente numeración en anverso (A 520000) y en reverso (A 620000). ED.D47A VTE. Algo sucio en márgenes pero sin dobleces, si no EBC. Muy raro"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18327/26a-subasta-online-24-05-16,"['1 Peseta. 21 Mayo 1943. Serie B. ED.D48A...', '1 Peseta. 21 Mayo 1943. Serie B. ED.D48A...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26941_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26941_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 135,1 Peseta. 21 Mayo 1943. Serie B. ED.D48A. SC
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18328/26a-subasta-online-24-05-16,"['1 Peseta. 21 Mayo 1943. Serie C. ED.D48A...', '1 Peseta. 21 Mayo 1943. Serie C. ED.D48A...']","['http://subastas.numismaticaycoleccionismo.es/imagenes/26816_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26816_b.jpg']","ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 136,1 Peseta. 21 Mayo 1943. Serie C. ED.D48A. EBC
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18329/26a-subasta-online-24-05-16,['1 Peseta. 21 Mayo 1943. Serie C. Lote de 2 billetes...'],['http://subastas.numismaticaycoleccionismo.es/imagenes/26887_a.jpg'],"ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 137,"1 Peseta. 21 Mayo 1943. Serie C. Lote de 2 billetes. ED.D48A. Muesca en márgenes, si no MBC-"
http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18330/26a-subasta-online-24-05-16,['1 Peseta. 15 Junio 1945. Lote de 3 billetes...'],['http://subastas.numismaticaycoleccionismo.es/imagenes/26886_a.jpg'],"ESTADO ESPAÑOL, BANCO DE ESPAÑA",Lot 138,"1 Peseta. 15 Junio 1945. Lote de 3 billetes. Serie C, I y M. ED.D49. EBC/MBC-."
